,aes,consumption,consumptiongaespump,gesgaes,hour,tec,tes,vde,Дата
1,10352,15767,-533,297,01:00,1283,4777,86,27.02.2016
2,10316,15172,-1162,79,02:00,1289,4902,79,27.02.2016
3,10287,15027,-1159,145,03:00,1285,4856,60,27.02.2016
4,10307,15014,-1159,227,04:00,1281,4815,45,27.02.2016
5,10288,15050,-1151,102,05:00,1280,4989,16,27.02.2016
6,10306,15393,-878,176,06:00,1286,5038,10,27.02.2016
7,10285,15723,-390,101,07:00,1290,5075,2,27.02.2016
8,10315,16448,0,299,08:00,1283,5129,26,27.02.2016
9,10309,17614,0,987,09:00,1290,5435,22,27.02.2016
10,10280,18192,0,1389,10:00,1297,5716,51,27.02.2016
11,10282,18565,0,1365,11:00,1305,6113,47,27.02.2016
12,10275,18353,0,959,12:00,1292,6406,48,27.02.2016
13,10318,18148,0,712,13:00,1295,6343,44,27.02.2016
14,10275,18059,0,726,14:00,1295,6207,46,27.02.2016
15,10329,17925,0,472,15:00,1300,6440,28,27.02.2016
16,10290,17986,0,416,16:00,1299,6475,15,27.02.2016
17,10334,18048,0,710,17:00,1300,6378,19,27.02.2016
18,10299,19084,0,1351,18:00,1298,6735,33,27.02.2016
19,10315,19650,0,2239,19:00,1295,6314,28,27.02.2016
20,10282,19206,0,1718,20:00,1293,6474,49,27.02.2016
21,10301,18686,0,1169,21:00,1300,6542,35,27.02.2016
22,10319,18133,0,497,22:00,1295,6486,80,27.02.2016
23,10301,17197,0,407,23:00,1296,5614,96,27.02.2016
24,10331,16174,0,198,24,1293,4948,70,27.02.2016
0,10331,16174,0,198,00:00,1293,4948,70,28.02.2016
1,10314,15357,-402,79,01:00,1291,4552,68,28.02.2016
2,10292,14922,-1163,166,02:00,1291,4537,54,28.02.2016
3,10301,14701,-1161,161,03:00,1291,4491,72,28.02.2016
4,10296,14570,-1161,82,04:00,1286,4472,100,28.02.2016
5,10298,14605,-1158,82,05:00,1284,4501,116,28.02.2016
6,10302,15031,-937,201,06:00,1287,4518,143,28.02.2016
7,10313,15063,-525,82,07:00,1288,4564,58,28.02.2016
8,10301,15493,-391,179,08:00,1290,4618,73,28.02.2016
9,10338,16651,0,253,09:00,1290,5199,64,28.02.2016
10,10300,17048,0,561,10:00,1294,5335,91,28.02.2016
11,10288,17455,0,1001,11:00,1287,5341,81,28.02.2016
12,10295,17317,0,789,12:00,1293,5354,66,28.02.2016
13,10281,17261,0,799,13:00,1290,5342,75,28.02.2016
14,10284,17190,0,576,14:00,1287,5452,63,28.02.2016
15,10290,17069,0,498,15:00,1290,5531,40,28.02.2016
16,10288,17210,0,710,16:00,1296,5539,20,28.02.2016
17,10268,17499,0,818,17:00,1285,5684,5,28.02.2016
18,10298,18659,0,1722,18:00,1292,5948,15,28.02.2016
19,10279,19332,0,2218,19:00,1288,6071,28,28.02.2016
20,10306,19104,0,2000,20:00,1287,6035,19,28.02.2016
21,10273,18701,0,1694,21:00,1280,6011,13,28.02.2016
22,10281,17977,0,1075,22:00,1289,5937,22,28.02.2016
23,10311,16871,0,396,23:00,1285,5473,22,28.02.2016
24,10303,16052,0,85,24,1288,4991,24,28.02.2016
0,10303,16052,0,85,00:00,1288,4991,24,29.02.2016
1,10295,15149,-537,82,01:00,1296,4428,14,29.02.2016
2,10314,14711,-944,80,02:00,1288,4392,25,29.02.2016
3,10284,14489,-1158,147,03:00,1288,4396,17,29.02.2016
4,10284,14450,-1151,180,04:00,1285,4382,23,29.02.2016
5,10311,14859,-1150,264,05:00,1285,4570,30,29.02.2016
6,10321,15627,-406,80,06:00,1241,5020,46,29.02.2016
7,10308,17003,0,424,07:00,1263,5481,78,29.02.2016
8,10296,18102,0,845,08:00,1255,6168,106,29.02.2016
9,10288,18866,0,1531,09:00,1266,6333,87,29.02.2016
10,10284,19305,0,1307,10:00,1244,6930,118,29.02.2016
11,10338,19520,0,1359,11:00,1252,6932,140,29.02.2016
12,10316,19306,0,876,12:00,1246,7205,189,29.02.2016
13,10320,19062,0,573,13:00,1257,7318,153,29.02.2016
14,10315,19100,0,539,14:00,1207,7394,140,29.02.2016
15,10303,18972,0,311,15:00,1182,7521,128,29.02.2016
16,10293,18963,0,285,16:00,1172,7531,175,29.02.2016
17,10298,18894,0,828,17:00,1177,7017,157,29.02.2016
18,10276,19649,0,1590,18:00,1176,7060,140,29.02.2016
19,10269,19786,0,2024,19:00,1183,6986,124,29.02.2016
20,10310,19518,0,1926,20:00,1190,6641,150,29.02.2016
21,10329,19178,0,1688,21:00,1193,6342,190,29.02.2016
22,10322,18253,0,903,22:00,1193,6260,149,29.02.2016
23,10304,17177,0,360,23:00,1191,5825,116,29.02.2016
24,10305,16258,-534,266,24,1186,5553,123,29.02.2016
0,10305,16258,-534,266,00:00,1186,5553,123,01.03.2016
1,10157,15454,-533,80,01:00,1152,5163,106,01.03.2016
2,10109,15127,-946,195,02:00,1162,5160,75,01.03.2016
3,10115,14930,-1162,311,03:00,1159,5167,77,01.03.2016
4,10112,14946,-1156,167,04:00,1152,5330,89,01.03.2016
5,10118,15067,-1150,79,05:00,1113,5575,59,01.03.2016
6,10130,15814,-617,79,06:00,1113,5838,100,01.03.2016
7,10095,17250,0,599,07:00,1157,6050,145,01.03.2016
8,10126,18126,0,728,08:00,1159,6786,198,01.03.2016
9,10135,18955,0,1005,09:00,1162,7262,167,01.03.2016
10,10094,19032,0,1010,10:00,1150,7556,133,01.03.2016
11,10145,19506,0,1127,11:00,1185,7635,256,01.03.2016
12,10121,19113,0,850,12:00,1183,7617,259,01.03.2016
13,10132,19074,0,967,13:00,1188,7348,280,01.03.2016
14,10125,19088,0,591,14:00,1171,7724,266,01.03.2016
15,10159,18994,0,529,15:00,1174,7659,249,01.03.2016
16,10120,18941,0,502,16:00,1173,7685,236,01.03.2016
17,10067,19026,0,633,17:00,1138,7710,220,01.03.2016
18,10103,19482,0,1088,18:00,1142,7765,200,01.03.2016
19,10107,19715,0,1738,19:00,1167,7537,200,01.03.2016
20,10121,19371,0,1864,20:00,1161,6978,204,01.03.2016
21,10118,18989,0,1716,21:00,1163,6617,203,01.03.2016
22,10100,17975,0,1122,22:00,1172,6030,200,01.03.2016
23,10107,17052,0,402,23:00,1167,6004,202,01.03.2016
24,10105,16201,-533,221,24,1171,5776,110,01.03.2016
0,10105,16201,-533,221,00:00,1171,5776,110,02.03.2016
1,10092,15459,-944,231,01:00,1162,5575,123,02.03.2016
2,10135,15042,-1166,188,02:00,1155,5389,45,02.03.2016
3,10121,14837,-1164,172,03:00,1158,5269,13,02.03.2016
4,10095,14795,-1157,188,04:00,1157,5169,8,02.03.2016
5,10117,15066,-1147,248,05:00,1165,5358,16,02.03.2016
6,10103,15662,-395,79,06:00,1160,5439,16,02.03.2016
7,10121,17237,0,741,07:00,1153,5943,18,02.03.2016
8,10122,17929,0,579,08:00,1154,6838,49,02.03.2016
9,10137,18408,0,815,09:00,1142,7028,110,02.03.2016
10,10132,18626,0,1008,10:00,1129,7019,151,02.03.2016
11,10129,18867,0,1102,11:00,1103,7073,173,02.03.2016
12,10096,18578,0,1228,12:00,1112,6741,181,02.03.2016
13,10133,18502,0,1352,13:00,1141,6499,184,02.03.2016
14,10112,18466,0,1386,14:00,1144,6491,154,02.03.2016
15,10117,18435,0,1326,15:00,1129,6488,155,02.03.2016
16,10140,18371,0,808,16:00,1131,6713,98,02.03.2016
17,10136,18580,0,727,17:00,1131,7255,28,02.03.2016
18,10093,19235,0,1398,18:00,1154,7329,12,02.03.2016
19,10110,19631,0,1732,19:00,1155,7423,27,02.03.2016
20,10141,19387,0,1724,20:00,1119,7130,30,02.03.2016
21,10151,19082,0,1328,21:00,1151,7170,7,02.03.2016
22,10095,17922,0,331,22:00,1147,7123,9,02.03.2016
23,10124,17124,-10,84,23:00,1155,6795,50,02.03.2016
24,10134,16101,-541,78,24,1145,6250,19,02.03.2016
0,10134,16101,-541,78,00:00,1145,6250,19,03.03.2016
1,10075,15447,-532,79,01:00,1161,5429,15,03.03.2016
2,10087,14872,-944,80,02:00,1161,5372,22,03.03.2016
3,10067,14816,-1160,80,03:00,1154,5306,26,03.03.2016
4,10091,14620,-1149,81,04:00,1165,5136,56,03.03.2016
5,10085,14992,-1157,256,05:00,1122,5170,106,03.03.2016
6,10054,15720,-395,100,06:00,1157,5383,76,03.03.2016
7,10070,17051,0,602,07:00,1163,5927,60,03.03.2016
8,10037,17664,0,669,08:00,1149,6450,138,03.03.2016
9,10054,18418,0,755,09:00,1170,7098,126,03.03.2016
10,10114,18702,0,743,10:00,1161,7376,137,03.03.2016
11,10081,19013,0,1203,11:00,1158,7162,203,03.03.2016
12,10101,18672,0,909,12:00,1163,7130,186,03.03.2016
13,10091,18606,0,925,13:00,1152,7035,248,03.03.2016
14,10106,18617,0,801,14:00,1139,7032,232,03.03.2016
15,10111,18642,0,787,15:00,1149,7027,233,03.03.2016
16,10072,18685,0,981,16:00,1126,7080,223,03.03.2016
17,10094,18838,0,1140,17:00,1123,7053,223,03.03.2016
18,10074,19488,0,1715,18:00,1160,7092,218,03.03.2016
19,10091,19704,0,1910,19:00,1170,7196,215,03.03.2016
20,10069,19475,0,1978,20:00,1140,6889,222,03.03.2016
21,10061,19021,0,1674,21:00,1140,6804,220,03.03.2016
22,10064,18067,0,677,22:00,1169,6707,221,03.03.2016
23,10042,17086,-6,84,23:00,1141,6621,218,03.03.2016
24,10072,16187,-549,83,24,1114,6399,209,03.03.2016
0,10072,16187,-549,83,00:00,1114,6399,209,04.03.2016
1,10078,15520,-1164,572,01:00,1124,5325,202,04.03.2016
2,10136,15111,-1159,187,02:00,1116,5509,199,04.03.2016
3,10053,14841,-1157,80,03:00,1142,5330,196,04.03.2016
4,10063,14822,-1157,79,04:00,1182,5190,76,04.03.2016
5,10091,15135,-930,99,05:00,1185,5268,127,04.03.2016
6,10049,15785,-407,100,06:00,1185,5268,192,04.03.2016
7,10090,17213,0,735,07:00,1171,5813,177,04.03.2016
8,10114,17939,0,491,08:00,1190,6765,207,04.03.2016
9,10097,18770,0,1033,09:00,1203,7057,218,04.03.2016
10,10108,19088,0,847,10:00,1208,7525,220,04.03.2016
11,10086,19178,0,1088,11:00,1202,7535,226,04.03.2016
12,10089,18855,0,578,12:00,1200,7619,227,04.03.2016
13,10105,18830,0,606,13:00,1196,7515,205,04.03.2016
14,10106,18776,0,566,14:00,1199,7526,147,04.03.2016
15,10086,18752,0,574,15:00,1201,7527,87,04.03.2016
16,10084,18556,0,442,16:00,1195,7533,27,04.03.2016
17,10077,18842,0,737,17:00,1206,7528,19,04.03.2016
18,10108,19172,0,1242,18:00,1201,7402,9,04.03.2016
19,10047,19428,0,2044,19:00,1206,7046,1,04.03.2016
20,10132,19166,0,2120,20:00,1209,6533,0,04.03.2016
21,10071,18543,0,1938,21:00,1209,6212,-1,04.03.2016
22,10094,17765,0,1499,22:00,1202,5696,0,04.03.2016
23,10092,16966,0,674,23:00,1200,5700,1,04.03.2016
24,10082,16194,-536,492,24,1200,5798,11,04.03.2016
0,10082,16194,-536,492,00:00,1200,5798,11,05.03.2016
1,10110,15468,-540,155,01:00,1196,5412,15,05.03.2016
2,10118,14883,-1168,180,02:00,1188,5475,36,05.03.2016
3,10091,14602,-1163,256,03:00,1197,5032,46,05.03.2016
4,10127,14588,-1155,145,04:00,1197,4933,51,05.03.2016
5,10116,14734,-1153,185,05:00,1195,5059,11,05.03.2016
6,10111,15104,-803,105,06:00,1197,5390,5,05.03.2016
7,10110,15463,-795,205,07:00,1199,5387,19,05.03.2016
8,10214,15981,0,114,08:00,1202,5362,44,05.03.2016
9,10427,17019,0,379,09:00,1208,5731,37,05.03.2016
10,10500,17485,0,971,10:00,1215,5760,33,05.03.2016
11,10505,18141,0,1296,11:00,1216,5903,59,05.03.2016
12,10468,18002,0,1070,12:00,1212,6003,74,05.03.2016
13,10475,17949,0,884,13:00,1216,5977,92,05.03.2016
14,10468,17895,0,858,14:00,1203,5960,103,05.03.2016
15,10472,17694,0,681,15:00,1201,5947,86,05.03.2016
16,10484,17752,0,820,16:00,1200,5974,71,05.03.2016
17,10480,18149,0,1190,17:00,1208,5980,60,05.03.2016
18,10464,18721,0,1931,18:00,1210,6044,61,05.03.2016
19,10490,19272,0,2233,19:00,1208,6143,58,05.03.2016
20,10484,18741,0,1933,20:00,1209,5896,66,05.03.2016
21,10451,18322,0,1662,21:00,1163,5830,58,05.03.2016
22,10505,17567,0,867,22:00,1164,5723,50,05.03.2016
23,10224,16793,0,425,23:00,1160,5732,31,05.03.2016
24,9935,15903,0,318,24,1152,5321,32,05.03.2016
0,9935,15903,0,318,00:00,1152,5321,32,06.03.2016
1,9797,15200,-219,280,01:00,1165,4805,38,06.03.2016
2,9818,14627,-758,363,02:00,1158,4776,15,06.03.2016
3,9839,14279,-1127,111,03:00,1183,4849,21,06.03.2016
4,9823,14418,-1158,491,04:00,1183,4805,13,06.03.2016
5,9850,14506,-944,103,05:00,1182,5014,14,06.03.2016
6,9813,14660,-937,100,06:00,1195,5252,3,06.03.2016
7,9841,15017,-524,114,07:00,1200,5160,14,06.03.2016
8,9837,15330,-391,82,08:00,1204,5439,38,06.03.2016
9,9853,16204,0,105,09:00,1208,5922,78,06.03.2016
10,9843,16654,0,504,10:00,1204,5699,112,06.03.2016
11,9839,17293,0,987,11:00,1213,5801,146,06.03.2016
12,9785,17063,0,881,12:00,1202,5701,172,06.03.2016
13,9830,16923,0,724,13:00,1201,5762,186,06.03.2016
14,9822,16876,0,746,14:00,1199,5701,177,06.03.2016
15,9834,16639,0,470,15:00,1201,5691,138,06.03.2016
16,9817,16780,0,601,16:00,1224,5802,82,06.03.2016
17,9795,17177,0,976,17:00,1220,5895,45,06.03.2016
18,9780,17771,0,1689,18:00,1230,5933,52,06.03.2016
19,9768,18478,0,2333,19:00,1214,5967,29,06.03.2016
20,9796,18172,0,2115,20:00,1224,5874,43,06.03.2016
21,9791,18068,0,1969,21:00,1223,5793,72,06.03.2016
22,9796,17195,0,1123,22:00,1223,5787,77,06.03.2016
23,9802,16444,0,606,23:00,1224,5599,93,06.03.2016
24,9797,15623,0,151,24,1227,5280,109,06.03.2016
0,9797,15623,0,151,00:00,1227,5280,109,07.03.2016
1,9798,14887,-451,140,01:00,1225,4969,103,07.03.2016
2,9814,14438,-1180,236,02:00,1224,4975,88,07.03.2016
3,9820,14207,-1164,243,03:00,1223,4710,86,07.03.2016
4,9804,14062,-1162,267,04:00,1224,4563,74,07.03.2016
5,9812,14278,-1159,399,05:00,1222,4605,99,07.03.2016
6,9825,14568,-528,183,06:00,1224,4672,87,07.03.2016
7,9818,15216,-524,315,07:00,1225,5031,94,07.03.2016
8,9831,15842,0,217,08:00,1245,5237,125,07.03.2016
9,9838,16905,0,829,09:00,1253,5564,212,07.03.2016
10,9798,17438,0,1146,10:00,1254,5736,292,07.03.2016
11,9787,17967,0,1515,11:00,1250,5942,305,07.03.2016
12,9811,17695,0,1100,12:00,1244,6116,318,07.03.2016
13,9794,17430,0,700,13:00,1253,6170,334,07.03.2016
14,9845,17277,0,661,14:00,1246,5943,337,07.03.2016
15,9828,17145,0,598,15:00,1246,5942,287,07.03.2016
16,9815,17232,0,636,16:00,1244,5948,272,07.03.2016
17,9807,17350,0,942,17:00,1250,5983,223,07.03.2016
18,9789,17946,0,1511,18:00,1251,6024,200,07.03.2016
19,9793,18705,0,2164,19:00,1252,6073,188,07.03.2016
20,9826,18437,0,1870,20:00,1254,5944,214,07.03.2016
21,9767,17903,0,1426,21:00,1243,6034,217,07.03.2016
22,9807,17130,0,411,22:00,1247,6057,219,07.03.2016
23,9782,16413,0,381,23:00,1243,5712,212,07.03.2016
24,9801,15628,0,105,24,1252,5091,133,07.03.2016
0,9801,15628,0,105,00:00,1252,5091,133,08.03.2016
1,9783,14947,-504,79,01:00,1240,4889,108,08.03.2016
2,9739,14423,-1166,76,02:00,1242,5238,98,08.03.2016
3,9618,14156,-1168,76,03:00,1227,5169,131,08.03.2016
4,9655,14015,-1162,76,04:00,1228,4688,195,08.03.2016
5,9625,14221,-1161,220,05:00,1232,4669,201,08.03.2016
6,9616,14381,-934,306,06:00,1187,4639,205,08.03.2016
7,9608,14988,-408,400,07:00,1210,4638,211,08.03.2016
8,9633,15163,0,78,08:00,1211,4689,241,08.03.2016
9,9613,16102,0,654,09:00,1207,5217,293,08.03.2016
10,9608,16562,0,949,10:00,1215,5382,346,08.03.2016
11,9624,16938,0,1020,11:00,1245,5566,386,08.03.2016
12,9620,16682,0,898,12:00,1241,5337,392,08.03.2016
13,9589,16407,0,713,13:00,1242,5279,395,08.03.2016
14,9606,16009,0,296,14:00,1239,5363,348,08.03.2016
15,9604,15771,0,79,15:00,1250,5335,322,08.03.2016
16,9648,15870,0,129,16:00,1250,5338,258,08.03.2016
17,9639,16161,0,399,17:00,1253,5400,222,08.03.2016
18,9624,16842,0,1077,18:00,1252,5460,211,08.03.2016
19,9668,17805,0,2225,19:00,1257,5312,210,08.03.2016
20,9631,17641,0,2202,20:00,1247,5221,212,08.03.2016
21,9635,17406,0,1961,21:00,1246,5156,219,08.03.2016
22,9643,16606,0,1440,22:00,1249,4898,216,08.03.2016
23,9630,15945,0,902,23:00,1252,4872,212,08.03.2016
24,9667,15041,0,80,24,1240,4850,212,08.03.2016
0,9667,15041,0,80,00:00,1240,4850,212,09.03.2016
1,9637,14340,-950,158,01:00,1241,4840,204,09.03.2016
2,9644,13975,-1175,187,02:00,1244,4730,198,09.03.2016
3,9624,13948,-1162,79,03:00,1246,4613,195,09.03.2016
4,9629,14011,-1164,245,04:00,1244,4532,189,09.03.2016
5,9609,14116,-1155,79,05:00,1238,4854,189,09.03.2016
6,9598,14787,-407,103,06:00,1239,4915,188,09.03.2016
7,9675,16471,0,678,07:00,1242,5407,196,09.03.2016
8,9663,16984,0,525,08:00,1241,6405,207,09.03.2016
9,9624,17742,0,891,09:00,1230,6619,232,09.03.2016
10,9618,18016,0,1073,10:00,1220,6818,247,09.03.2016
11,9654,18282,0,1282,11:00,1222,6815,252,09.03.2016
12,9658,17939,0,1192,12:00,1221,6769,227,09.03.2016
13,9646,17704,0,635,13:00,1228,6691,259,09.03.2016
14,9657,17686,0,735,14:00,1237,6671,252,09.03.2016
15,9641,17612,0,600,15:00,1235,6538,246,09.03.2016
16,9657,17471,0,665,16:00,1226,6472,225,09.03.2016
17,9616,17457,0,794,17:00,1227,6476,220,09.03.2016
18,9619,18123,0,1498,18:00,1237,6530,202,09.03.2016
19,9647,18962,0,2123,19:00,1239,6667,210,09.03.2016
20,9660,18826,0,2090,20:00,1246,6450,221,09.03.2016
21,9633,18377,0,1698,21:00,1249,6394,222,09.03.2016
22,9638,17338,0,677,22:00,1230,6277,216,09.03.2016
23,9656,16607,-22,83,23:00,1225,6311,214,09.03.2016
24,9642,15786,-533,80,24,1223,6161,213,09.03.2016
0,9642,15786,-533,80,00:00,1223,6161,213,10.03.2016
1,9650,14890,-947,590,01:00,1223,5052,216,10.03.2016
2,9612,14446,-1184,327,02:00,1222,5037,208,10.03.2016
3,9599,14160,-1163,82,03:00,1217,5010,226,10.03.2016
4,9631,14421,-1160,327,04:00,1217,4960,225,10.03.2016
5,9654,14455,-1147,211,05:00,1220,5044,227,10.03.2016
6,9642,15283,-394,243,06:00,1215,5008,228,10.03.2016
7,9629,16683,0,671,07:00,1218,5709,239,10.03.2016
8,9628,17209,0,586,08:00,1219,6239,270,10.03.2016
9,9643,17961,0,1203,09:00,1235,6498,328,10.03.2016
10,9642,18141,0,1271,10:00,1221,6731,367,10.03.2016
11,9629,18271,0,1351,11:00,1221,6624,361,10.03.2016
12,9777,17871,0,720,12:00,1243,6786,349,10.03.2016
13,9844,17779,0,1146,13:00,1245,6197,390,10.03.2016
14,9815,17776,0,999,14:00,1244,6207,385,10.03.2016
15,9806,17744,0,1015,15:00,1244,6199,345,10.03.2016
16,9828,17559,0,879,16:00,1236,6200,293,10.03.2016
17,9812,17682,0,1055,17:00,1243,6171,254,10.03.2016
18,9810,18333,0,1730,18:00,1247,6231,232,10.03.2016
19,9799,19148,0,2503,19:00,1246,6298,232,10.03.2016
20,9852,19023,0,2415,20:00,1251,6273,230,10.03.2016
21,9784,18530,0,2451,21:00,1234,5825,204,10.03.2016
22,9836,17398,0,1359,22:00,1236,5750,193,10.03.2016
23,9832,16663,0,302,23:00,1232,6227,208,10.03.2016
24,9830,15721,-547,109,24,1236,5919,222,10.03.2016
0,9830,15721,-547,109,00:00,1236,5919,222,11.03.2016
1,9838,14963,-948,308,01:00,1243,5130,193,11.03.2016
2,9843,14674,-1162,404,02:00,1243,5003,150,11.03.2016
3,9821,14559,-1160,444,03:00,1238,4774,122,11.03.2016
4,9902,14378,-1154,238,04:00,1239,4817,124,11.03.2016
5,10019,14592,-1151,232,05:00,1234,4840,170,11.03.2016
6,9984,15274,-394,116,06:00,1233,4894,159,11.03.2016
7,9994,16756,0,699,07:00,1240,5369,155,11.03.2016
8,10031,17323,0,1039,08:00,1236,5808,111,11.03.2016
9,10040,18082,0,1450,09:00,1248,6182,117,11.03.2016
10,10087,18343,0,1492,10:00,1210,6327,142,11.03.2016
11,10126,18650,0,1833,11:00,1204,6249,175,11.03.2016
12,10152,18425,0,1512,12:00,1193,6340,184,11.03.2016
13,10141,18438,0,1862,13:00,1204,6087,160,11.03.2016
14,10139,18342,0,1612,14:00,1218,6254,143,11.03.2016
15,10111,18378,0,1267,15:00,1218,6575,104,11.03.2016
16,10156,18286,0,1102,16:00,1214,6577,92,11.03.2016
17,10124,18428,0,1505,17:00,1212,6458,37,11.03.2016
18,10107,18739,0,1752,18:00,1214,6642,26,11.03.2016
19,10152,19324,0,2299,19:00,1235,6589,32,11.03.2016
20,10142,19082,0,2245,20:00,1233,6364,81,11.03.2016
21,10124,18499,0,1951,21:00,1219,6195,57,11.03.2016
22,10171,17613,0,1139,22:00,1207,5867,49,11.03.2016
23,10107,16856,0,762,23:00,1207,5566,41,11.03.2016
24,10149,15893,-411,458,24,1200,5437,26,11.03.2016
0,10149,15893,-411,458,00:00,1200,5437,26,12.03.2016
1,10120,15135,-548,496,01:00,1205,4661,29,12.03.2016
2,10129,14641,-947,305,02:00,1150,4646,38,12.03.2016
3,10142,14549,-1169,329,03:00,1185,4620,40,12.03.2016
4,10158,14365,-1160,81,04:00,1179,4758,21,12.03.2016
5,10127,14766,-1163,309,05:00,1187,4796,28,12.03.2016
6,10150,15021,-756,105,06:00,1179,4887,30,12.03.2016
7,10147,15892,0,408,07:00,1145,4948,22,12.03.2016
8,10172,16539,0,675,08:00,1128,5433,21,12.03.2016
9,10130,17438,0,1068,09:00,1146,5695,32,12.03.2016
10,10106,17715,0,1333,10:00,1206,5697,47,12.03.2016
11,10133,17940,0,1995,11:00,1207,5251,49,12.03.2016
12,10105,17697,0,2048,12:00,1207,5064,35,12.03.2016
13,10098,17638,0,1945,13:00,1194,5033,35,12.03.2016
14,10136,17617,0,1915,14:00,1170,5045,29,12.03.2016
15,10107,17530,0,1620,15:00,1158,5248,27,12.03.2016
16,10099,17538,0,1522,16:00,1193,5368,16,12.03.2016
17,10093,17609,0,1661,17:00,1212,5400,4,12.03.2016
18,10105,18218,0,2113,18:00,1211,5509,0,12.03.2016
19,10136,19022,0,2946,19:00,1217,5543,0,12.03.2016
20,10121,18510,0,2751,20:00,1185,5255,2,12.03.2016
21,10097,18048,0,2416,21:00,1189,5090,1,12.03.2016
22,10019,17197,0,1742,22:00,1177,4987,1,12.03.2016
23,10002,16592,0,1113,23:00,1212,4838,0,12.03.2016
24,10004,15585,0,414,24,1206,4617,1,12.03.2016
0,10004,15585,0,414,00:00,1206,4617,1,13.03.2016
1,9980,14869,-240,81,01:00,1205,4536,2,13.03.2016
2,9982,14316,-788,140,02:00,1176,4495,10,13.03.2016
3,9995,14269,-1172,416,03:00,1163,4490,8,13.03.2016
4,10005,14161,-1163,219,04:00,1161,4494,2,13.03.2016
5,10005,14390,-944,248,05:00,1195,4512,10,13.03.2016
6,9975,14426,-948,104,06:00,1201,4601,9,13.03.2016
7,9993,14823,-527,204,07:00,1197,4594,17,13.03.2016
8,9982,15088,-397,151,08:00,1203,4817,38,13.03.2016
9,9980,16070,0,613,09:00,1210,4885,38,13.03.2016
10,10018,16545,0,983,10:00,1212,4916,68,13.03.2016
11,10028,16954,0,1324,11:00,1210,4987,89,13.03.2016
12,10003,16892,0,1320,12:00,1201,5005,102,13.03.2016
13,10008,16947,0,1336,13:00,1203,5005,78,13.03.2016
14,10010,16955,0,1388,14:00,1182,5001,64,13.03.2016
15,10022,16974,0,1313,15:00,1203,5025,90,13.03.2016
16,10008,17137,0,1524,16:00,1203,5037,80,13.03.2016
17,9984,17433,0,1892,17:00,1215,4988,86,13.03.2016
18,10014,17921,0,2318,18:00,1217,5041,62,13.03.2016
19,10019,18627,0,3216,19:00,1222,5121,42,13.03.2016
20,10017,18664,0,2879,20:00,1223,5159,89,13.03.2016
21,9994,18167,0,2411,21:00,1212,5118,64,13.03.2016
22,10033,17436,0,1824,22:00,1219,5041,79,13.03.2016
23,10014,16568,0,1144,23:00,1217,4837,98,13.03.2016
24,10008,15641,0,248,24,1223,4870,95,13.03.2016
0,10008,15641,0,248,00:00,1223,4870,95,14.03.2016
1,9979,15019,-535,220,01:00,1214,4793,78,14.03.2016
2,9996,14525,-1170,474,02:00,1209,4765,115,14.03.2016
3,10012,14220,-1165,133,03:00,1211,4705,119,14.03.2016
4,9994,14193,-1166,83,04:00,1222,4653,116,14.03.2016
5,10012,14516,-1160,321,05:00,1210,4687,173,14.03.2016
6,9986,15166,-803,481,06:00,1213,4770,150,14.03.2016
7,10064,16893,0,638,07:00,1217,5799,138,14.03.2016
8,10003,17604,0,1203,08:00,1221,6047,150,14.03.2016
9,9990,18486,0,1865,09:00,1212,6189,180,14.03.2016
10,10008,18845,0,2451,10:00,1205,6068,147,14.03.2016
11,10025,19321,0,2868,11:00,1201,6092,228,14.03.2016
12,10073,19088,0,2415,12:00,1203,6153,213,14.03.2016
13,10077,18886,0,2142,13:00,1167,6172,337,14.03.2016
14,10091,18819,0,2121,14:00,1161,6146,320,14.03.2016
15,10113,18687,0,1939,15:00,1143,6030,317,14.03.2016
16,10069,18655,0,1935,16:00,1182,6028,270,14.03.2016
17,10083,18608,0,1953,17:00,1173,6027,224,14.03.2016
18,10105,18894,0,2128,18:00,1170,6157,185,14.03.2016
19,10096,19729,0,2906,19:00,1166,6322,181,14.03.2016
20,10136,19489,0,2697,20:00,1171,6384,156,14.03.2016
21,10124,18960,0,2179,21:00,1168,6318,176,14.03.2016
22,10129,17838,0,1131,22:00,1206,6186,155,14.03.2016
23,10138,17000,-9,812,23:00,1209,5892,165,14.03.2016
24,10122,16103,-403,577,24,1204,5542,156,14.03.2016
0,10122,16103,-403,577,00:00,1204,5542,156,15.03.2016
1,10141,15436,-950,597,01:00,1202,5263,100,15.03.2016
2,10140,14973,-1163,378,02:00,1202,5225,151,15.03.2016
3,10120,14853,-1162,310,03:00,1195,5085,123,15.03.2016
4,10111,14752,-1159,308,04:00,1202,4956,125,15.03.2016
5,10137,15024,-1149,404,05:00,1193,5169,100,15.03.2016
6,10114,15600,-397,304,06:00,1198,5195,146,15.03.2016
7,10124,17278,0,1067,07:00,1210,5734,122,15.03.2016
8,10160,17908,0,1228,08:00,1208,5995,117,15.03.2016
9,10152,18622,0,1864,09:00,1219,6183,116,15.03.2016
10,10122,18861,0,2390,10:00,1211,5947,106,15.03.2016
11,10134,19287,0,2739,11:00,1211,6071,91,15.03.2016
12,10137,18901,0,2430,12:00,1214,6077,101,15.03.2016
13,10131,18902,0,2451,13:00,1212,6052,86,15.03.2016
14,10095,18850,0,2367,14:00,1161,6205,65,15.03.2016
